id,latitude,longitude,country,region,sub-region,city
350706179804025,11.212301899315,-60.778473624391,TT,Tobago,,Scarborough
289905532779215,15.591285885359,32.573947135541,SD,Khartoum,,Khartoum
368289668187836,31.44977121162908,36.7697744134477,JO,Amman,,Al Azraq ash Shamali
786231035342629,49.063434302396,13.750067075605,CZ,Jihocesky,Okres Prachatice,Vimperk
1473694292961879,15.005190928889,-24.303708014193,CV,Mosteiros,,Porto dos Mosteiros
134616085348379,-22.962609059434,-43.400591930183,BR,Rio de Janeiro,Nilopolis,Nilopolis
4574668059227346,-1.2702037183948,36.815580942096,KE,Nairobi Area,,Nairobi
204060301376147,-33.44340956618,-70.643199414308,CL,Santiago Metropolitan,Provincia de Santiago,Santiago
218839216360548,42.437971566674,20.480747991588,XK,Gjakova,Komuna e Gjakoves,Gjakove
181748170490360,52.080155551281,4.7519573066269,NL,South Holland,Bodegraven-Reeuwijk,Bodegraven
526617902048336,-8.9072895591377,13.224485972797,AO,Luanda,,Luanda
184342960226325,18.490026906611,-64.388038143762,VG,,,Tortola
311078480581288,24.84077652229,121.20502602832,TW,Taiwan,,Daxi
215777309956750,4.846271103074,31.551512216183,SS,Central Equatoria,,Juba
185454390112908,6.6924383297525,0.33548652632183,GH,Volta,,Ho
302158568087030,49.458681525482,-2.6384382070055,GG,St Peter Port,,Saint Peter Port
849452072377630,-17.53915379318815,36.62427955012685,MZ,Zambezia,,Quelimane
463826081394966,14.968377678462,120.67558459261,PH,Central Luzon,Province of Pampanga,Minalin
929814105080869,40.80099264701917,23.953234242877656,GR,East Macedonia and Thrace,Nomos Kavalas,Paralia Ofryniou
771248050207971,53.24536799883,28.940670397827,BY,Mogilev,,Yalizava
792102912022157,60.45607066268998,22.366916921203668,FI,Varsinais-Suomi,Turku,Kaarina
296596078759027,-11.719379728594,43.246712839199,KM,Grande Comore,,Mavingouni
455309828901532,41.209886422603,-7.7551217301885,PT,Vila Real,Santa Marta de Penaguiao,Santa Marta de Penaguiao
291627022628062,33.963192817862,35.780192456285,LB,Mont-Liban,,Djounie
374869687183560,13.157880221613,-61.233736651192,VC,Saint George,,Kingstown Park
799586110964961,22.187807076838,113.55310966096,MO,Macau,,Macau
1204374810054746,36.285706561319,44.487443645823,IQ,Arbil,,Nahiyat Hiran
223879072872538,8.842279590817,39.014326477669,ET,Oromiya,,Bishoftu
2976045105986287,6.6428517553597,3.7124119607035,NG,Lagos,,Ejirin
108050242018886,6.969103003679196,158.20700498564452,FM,Pohnpei,Kolonia Municipality,Kolonia
2878920018989626,16.767977447916,-62.16926783055,MS,Saint Peter,,Brades
392754569148602,32.90451290297759,35.618376232616576,SY,Quneitra,,Al Butayhah
2915005882104769,36.280796122281,44.494813587589,IQ,Arbil,,Nahiyat Hiran
787413695520823,52.260094121601,-9.7262089058636,IE,Munster,Ciarrai,Tralee
467667047647359,42.477498617895,78.332133479727,KG,Ysyk-Koel,,Karakol
534785424179921,44.698918566318,11.235098011488,IT,Emilia-Romagna,Provincia di Bologna,Decima
164890048805011,31.987230818152,35.988299185579,JO,Amman,,Amman
1139785983162098,43.729740717686,7.4241711778301,MC,Commune de Monaco,,La Condamine
294608492142265,49.507120210533,10.957420772689,DE,Bavaria,Regierungsbezirk Mittelfranken,Furth
897416174310643,12.11257375547303,15.114133268592315,TD,Chari-Baguirmi,,N'Djamena
1404889136602711,5.966658016862389,102.19357156840854,MY,Kelantan,,Kampong Pangkal Kalong
1028385924738645,60.298144080033005,-1.3601661199428043,GB,Scotland,Shetland Islands,Lerwick
798060477807097,-6.1621622642962,35.791184071875,TZ,Dodoma,,Kisasa
522523268880248,22.437908133652,113.9963212503,HK,Yuen Long,,Yuen Long Kau Hui
978922822918209,38.459924739885,70.957052923563,AF,Badakhshan,,Maymay
320824176096003,32.868850701272,13.252697716435,LY,Tripoli,,Tripoli
781009219679376,-33.52568995278445,-70.56946969371263,CL,Santiago Metropolitan,Provincia de Santiago,"Villa Presidente Frei, Nunoa, Santiago, Chile"
1200678303730661,6.7441108913889,-11.338223051111,LR,Grand Cape Mount,,Robertsport
174815774512301,18.373798575377,-66.164252483577,PR,Bayamon,,Bayamon
809130439962845,-17.806589989912,31.058665442235,ZW,Harare,,Harare
215585490093683,21.429814057802,-71.143984745929,TC,,,Cockburn Town
2061370040672760,23.130129333083783,57.304818786373865,OM,Muhafazat ad Dakhiliyah,,Bahla'
461826329315858,6.922653410392726,158.16713204223527,FM,Pohnpei,Sokehs Municipality,Palikir - National Government Center
2658538881106898,54.076613080405,-4.6626946083932,IM,Castletown,,Castletown
386845445821165,-20.192321867116,57.465159334922,MU,Black River,,Petite Riviere
1186688371763773,-4.0769253137078,15.543731608787,CG,Brazzaville,,Brazzaville
485824979501277,-21.027634813995,55.265202384014,RE,Reunion,Reunion,Saint-Paul
4333151226729345,5.1436633707968,10.275555430161,CM,West,,Bana
735854147081979,-8.9273633746285,13.229263598387,AO,Luanda,,Luanda
220593786168658,25.288921256132,51.544172712704,QA,Baladiyat ad Dawhah,,Doha
126686216412984,-39.34031264198768,176.6646726662819,NZ,Hawke's Bay,Napier City,Taradale
522641002203099,10.820736374663,-14.374742626726,GN,Boke,Boke Prefecture,Sangueya
1418872605132014,64.138078975009,-51.674656668526,GL,Sermersooq,,Nuuk
1681758595358665,9.9223808468178,-84.07287452244,CR,San Jose,,San Jose
855230191740060,52.531172115734,17.595023464947,PL,Greater Poland Voivodeship,Powiat gnieznienski,Gniezno
662818325372861,12.09137001644062,0.3515679983418129,BF,Est,Province du Gourma,Fada N'gourma
1345877059119336,34.753321749092,10.732329077369,TN,Safaqis,,Sfax
281558953685315,4.8645540921906,31.55890622148,SS,Central Equatoria,,Juba
567959944339743,-12.983527262379935,40.54411443750482,MZ,Cabo Delgado,,Pemba
5958922360793875,45.448396,28.0342630999984,RO,Galati,,Galati
498705155258344,-32.99150703342881,27.830541945379323,ZA,Eastern Cape,Buffalo City Metropolitan Municipality,East London
536110370924537,50.027898471981,5.7032501399493,BE,Wallonia,Province du Luxembourg,Bastogne
159093136183447,58.902323881512,24.890439699558,EE,Raplamaa,Kehtna vald,Kehtna
482123746365058,18.77068954301225,109.5167219419622,CN,Hainan,,Chongshan
1260580401350350,47.11878826739628,9.52397965641232,LI,Triesen,,Triesen
887329792116551,57.164394544066,24.800741369799,LV,Sigulda,,Sigulda
1369163463495827,-8.337714333333336,146.32581206944445,PG,Gulf,,Kerema
1119773328535214,11.574366313107,43.148171412949,DJ,Djibouti,,Djibouti
297353132756057,7.596135050397317,80.07435462157339,LK,North Western,,Kuliyapitiya
1780092662193902,12.433249549951002,-15.615374464555998,GW,Oio,,Bissora
469586100799143,49.032847472547,-119.46563954783,CA,British Columbia,,Osoyoos
1513826832385427,44.73931975354254,6.570028855837958,FR,Provence-Alpes-Cote d'Azur,Departement des Hautes-Alpes,Saint-Martin-de-Queyrieres
107385491477154,25.47382854311715,67.67444062013713,PK,Sindh,,Jamshoro
3852146114840695,-12.793613238151,45.219155577116,YT,Mamoudzou,,Mamoudzou
1092052001430299,43.38489674362745,77.07840236524704,KZ,Almaty Oblysy,,Energeticheskiy
399858267754646,-0.82122607429075,29.708525650658,UG,Western Region,Kanungu District,Ntungamo
683990706692392,12.4162998,-15.732106299972225,SN,Sedhiou,,Sedhiou
159490466037039,61.070918228963,23.611001234674,FI,Pirkanmaa,Etelae-Pirkanmaa,Urjala
175881937663243,-13.873235897275,-171.92236450085,WS,,,Nofoali`i
345899810217481,0.336857347445269,6.733930414311903,ST,Sao Tome Island,,Sao Tome
472231004021208,78.217025050691,15.623900819075,SJ,Svalbard,Spitsbergen,Longyearbyen
4078198005556751,42.697985597013,23.320040490064,BG,Sofia-Capital,Stolichna Obshtina,Sofia
934319390748381,17.157821690552,-88.328750712519,BZ,Stann Creek,Dangriga,Dangriga
941572233334402,38.746948759295,27.659549662826,TR,Manisa,,Halitpasa
299718295161762,-13.832841339129,-171.99749692165,WS,A'ana,,Satapuala
206301544461686,-25.502562414583,31.502402320838,SZ,Hhohho,,Ntfonjeni
942646176277016,64.342739280518,-21.565025339424,IS,Capital Region,,Mosfellsbaer
371996704204604,49.228401008929,-2.1135363610597,JE,St Helier,,Saint Helier
4079011258832744,11.181856576234,15.362834024614,TD,Mayo-Kebbi Est,,Guelendeng
866686323881635,23.015731671584,-82.236442946764,CU,La Habana,,Arroyo Naranjo
169004001818583,53.24706939723,-7.7392528772895,IE,Leinster,Uibh Fhaili,Ferbane
1176419399941284,29.34095865237444,47.92483016002481,KW,Al Asimah,,Ash Shamiyah
305371501168859,-12.950232444809,-39.253597444682,BR,Bahia,Santo Antonio De Jesus,Santo Antonio de Jesus
945686042845215,-34.375687843478,-55.959477894494,UY,Canelones,,San Bautista
3264114417179085,51.06115503427784,20.276311803837903,PL,Swietokrzyskie,Powiat konecki,Radoszyce
297682931980717,15.33880885873,-61.388256681051,DM,Saint Paul,,Mahaut
4562014627158405,40.413786985985,49.901337895702,AZ,Baki,,Baku
4081085965270408,26.545427555543,-78.594888130261,BS,Freeport,,Lucaya
168258195210497,60.096894372664,19.912416502006,AX,Mariehamns stad,Mariehamn,Mariehamn
868325677437100,52.355412,15.271228,PL,Lubusz,Powiat swiebodzinski,Lagow
453950452568626,0.33850166666667,32.625873333333,UG,Central Region,Wakiso District,Kireka
516350622733644,-11.69743586755,43.25662827258,KM,Grande Comore,,Moroni
457747381989134,40.853878688382,49.238976979805,AZ,Xizi,,Kilyazi
312891683724344,47.073236718335,9.492902524929,LI,Balzers,,Balzers
207669927879048,0.2434368064726669,6.741723678213676,ST,Sao Tome Island,,Sao Tome
1346422675744422,43.745454507164,7.4275132807166,MC,Commune de Monaco,,Monte-Carlo
1178614565925572,55.768134619001,11.803316683659,DK,Zealand,Lejre Kommune,Ejby
4077398428978148,-20.898203791224,55.478459921847,RE,Reunion,Reunion,Saint-Denis
3567826270110179,16.045251874335,108.15123490304,VN,Da Nang,,Lien Chieu
611044820439134,14.209557759847472,-90.83963667729132,GT,Escuintla,Municipio de Masagua,Masagua
510847859992456,32.64166959551045,35.08979661867835,IL,Haifa,,Daliyat el Karmil
816805199271955,6.1650625945689,1.2141240843507,TG,Maritime,,Lome
1255282235202492,12.348873828361434,-15.763970371016509,GW,Oio,,Bissora
491986955482020,11.203576671607,-60.784089688687,TT,Tobago,,Scarborough
270285571475632,36.263409575492,44.090636515081,IQ,Arbil,,Erbil
372296168357285,4.371387581693643,18.55241881567572,CF,Bangui,,Bangui
938375160298311,16.809000149996,-62.192964019956,MS,Saint Peter,,Brades
858732874719835,13.98846387739,-89.676554632517,SV,Santa Ana,,Chalchuapa
4932206326866060,19.90040411447715,102.21682408697772,LA,Louangphabang,,Louangphabang
304665034597975,64.173020559816,-51.673722042842,GL,Sermersooq,,Nuuk
765935014121013,11.856709805944,-15.585058265577,GW,Bissau,,Bissau
1116234248855133,23.13148517372,-82.409168623059,CU,La Habana,,Havana
1565454233660935,4.9844013718914,31.868028874573,SS,Central Equatoria,,Juba
466071115586042,-35.117075674616935,173.7525834588883,NZ,Northland,Far North District,Kerikeri
196615759010722,-2.187952871929234,29.29637482718081,RW,Western Province,,Kibuye
485993769194071,16.245988555627,-61.355321005066,GP,Guadeloupe,Guadeloupe,Sainte-Anne
154665719930194,40.857788981607,-4.026404830256,ES,Castille and Leon,Provincia de Segovia,San Ildefonso
758917281475513,16.663728560759,-22.933662538757,CV,Sal,,Santa Maria
141772038353844,40.99629260871088,71.5904877093507,UZ,Namangan,,Namangan Shahri
371210704330734,43.313831589121,-80.612814206955,CA,Ontario,,Kitchener
466617411095013,40.205611194128,44.496853060121,AM,Yerevan,,Yerevan
654749932672889,-8.515213,115.302095,ID,Bali,,Banjar Pesalakan
173813175240046,6.92107868181041,158.32001719666934,FM,Pohnpei,Madolenihm Municipality,Madolenihm Municipality Government
268761814992877,-22.171944444444,166.46916666667,NC,South Province,Dumbea,Dumbea
196734252288143,14.60936724604,-61.005973302893,MQ,Martinique,Martinique,Le Lamentin
200332151981788,22.470258449521,91.787204936196,BD,Chittagong,,Chittagong
759390114739078,60.804738278454,5.6172084468889,NO,Hordaland,Modalen,Mo
510640907041965,2.052108990768,45.311706576995,SO,Banaadir,,Mogadishu
129342202550531,39.043657832721,125.7530846622,KP,Pyongyang,,Pyongyang
203638648067758,42.565919993355,1.7782863839699,AD,Encamp,,Pas de la Casa
3538488536255728,49.455702206346,-2.6532779930092,GG,St Peter Port,,Saint Peter Port
2526269147680709,7.7266774836051,-8.8259059435699,GN,Nzerekore,Nzerekore Prefecture,Nzerekore
2594504944183942,-4.2580823095993,15.258783129269,CG,Brazzaville,,Brazzaville
332256884987294,-38.737304268295,-72.640492679727,CL,Araucania,Provincia de Cautin,Temuco
301492214777599,-51.696387609645,-57.847929496627,FK,,,Stanley
2104439553041919,-13.26626992254162,13.792566861877606,AO,Benguela,,Benguela
788761585170795,48.812666815556,20.514854962654,SK,Kosicky,,Spisska Nova Ves
928532784652563,32.367253895864,-64.673147976278,BM,Saint George,,Saint George
1488771551507654,34.50519327710793,136.70831275128722,JP,Mie,,Ise
184013914172234,24.78549984285125,46.59107522766319,SA,Ar Riyad,,Riyadh
187782539875285,56.669416570058,9.7106530831952,DK,North Denmark,Mariagerfjord Kommune,Hobro
934781500617716,-3.1298,31.324441666667,TZ,Geita,,Uyovu
199930921769164,41.214780137328,69.127771744055,UZ,Toshkent,,Urtaowul
2629098904057637,-25.976404335065,-57.073736670097,PY,Paraguari,,Ybycui
1052432728499237,6.5313325216276,3.3410551030092,NG,Lagos,,Mushin
141091031374248,27.369888057868,33.670811436555,EG,Red Sea,,El Gouna
276092321350420,18.462251132082205,-77.45240876872427,JM,Saint Ann,,Discovery Bay
532828541062964,12.167082741353,-61.728665328128,GD,Saint John,,Gouyave
974618830021776,-18.127510899604,178.4560883633,FJ,Central,,Suva
644345363940905,12.903590915012412,-16.021083457394564,SN,Kolda,,Marsassoum
385063492622863,-15.169263086608,166.94943123707,VU,Sanma,,Port-Olry
485407646128567,-4.0795642342786,15.541307457178,CG,Brazzaville,,Brazzaville
333653311564886,11.529971016599,43.142435096437,DJ,Djibouti,,Djibouti
739812123382661,22.152028413873,113.56485974735,MO,Macau,,Macau
4053280314732774,0.46981481077248,25.426433394365,CD,Eastern Province,,Kisangani
2908124242793554,41.90454455336,12.459437206791,VA,,,Vatican City
911821476271722,32.896907294492,13.320139540157,LY,Tripoli,,Tagiura
576312847091932,-2.2089660889512,-79.736606147768,EC,Guayas,,Yaguachi Nuevo
280967337092722,41.876045968487,44.911870991351,GE,,,Didi Lilo
2000426796782022,49.209924211613,-2.1546055101701,JE,St Helier,,Saint Helier
1091948541332622,8.403069472915359,-13.024979373956317,SL,Western Area,,Waterloo
469034080842091,12.39668747731136,42.176785102209344,DJ,Tadjourah,,Dorra
194822626243019,-8.416150762006927,126.79238608603512,TL,Lautem,,Lospalos
631265615091160,26.30389561407092,50.63009477219367,BH,Muharraq,,Al Muharraq
503480057499599,18.35100803139,-64.774898201659,VI,Saint John Island,,Cruz Bay
825424435020139,-18.133253832034,178.45905624662,FJ,Central,,Suva
926087001502511,61.602006418202,5.1460921234917,NO,Sogn og Fjordane,Flora,Floro
1538640029639597,4.9355956431287,-52.316047705614,GF,Guyane,Guyane,Cayenne
175500894365575,-19.502899616258,34.601082800325,MZ,Sofala,,Dondo
317771896538022,-26.478774902484,31.19228388701,SZ,Hhohho,,Lobamba
319439009738152,12.637927198808,-8.0227073898358,ML,Bamako,,Bamako
804017953860875,-18.030147218212,177.33174766819,FJ,Western,,Nadi
818939468748389,15.623037621297,32.555340304153,SD,Khartoum,,Khartoum
1108434773230459,-9.414551532017164,159.89154161113197,SB,Guadalcanal,,Honiara
832896490674760,18.066884661153765,-15.996660008151332,MR,Nouakchott,,Nouakchott
2904150059880684,-8.397871047646936,115.2186642961631,ID,Bali,,Petang
764614974854877,53.08520081713778,4.790119855154317,NL,North Holland,Gemeente Texel,Den Burg
933027787479083,59.94607873255,9.9678788613893,NO,Buskerud,Modum,Vikersund
941629533264401,-18.681543131978,48.272063593094,MG,Alaotra Mangoro,,Moramanga
239028618254524,25.75635685369,51.458495012837936,QA,Al Khawr,,Al Khawr
488596778954474,22.963024960658,89.816806585647,BD,Dhaka,,Tungipara
485690976191110,42.647828103608,20.319965756733,XK,Pec,Komuna e Pejes,Peje
1232140577199714,4.1723535514433,73.516776513636,MV,Maale,,Male
1438553696506606,12.381509840774,-1.5069600287985,BF,Centre,Kadiogo Province,Ouagadougou
261268849020663,46.045079224511,14.492815421721,SI,Ljubljana,,Ljubljana
946456309510743,17.28788945367,-62.692838723968,KN,Saint George Basseterre,,Basseterre
1877613065740346,1.0772221376841888,34.16330827629853,UG,Eastern Region,Mbale District,Mbale
463535754710580,-24.464851698827,25.666018195491,BW,Kweneng,,Metsemotlhaba
294298389067831,8.556161137824,-79.855057234947,PA,Panama,,Nueva Gorgona
491708515459108,24.988818232903,121.5638262442,TW,Taipei,,Taipei
829990807912685,42.578391424522,1.6518810666588,AD,Canillo,,El Tarter
477095690267243,18.351293997014,-64.772692002966,VI,Saint John Island,,Cruz Bay
281037143751778,-51.690943183069,-57.86519790828,FK,,,Stanley
309369754053771,0.65183116346166,24.646416906643,CD,Eastern Province,Sous-Region de la Tshopo,Yangambi
179198207421597,50.440770567217,4.0985738073268,BE,Wallonia,Province du Hainaut,Estinnes-au-Val
320246453008896,41.962439422769,22.778079975145,MK,Delcevo,,Delcevo
182656657093448,37.834928231178,23.776353603179,GR,Attica,Nomarchia Anatolikis Attikis,Voula
1806435056202276,12.817198953545,77.58366012313,IN,Karnataka,Bangalore Urban,Anekal
478650626883155,48.979988322142,20.418383314077,SK,Presovsky,,Lubica
950046505732639,6.1760982908304,1.1746323489364,TG,Maritime,,Lome
510015656698193,-23.560307374955,-46.657700584456,BR,Sao Paulo,Sao Paulo,Sao Paulo
1524142307775900,18.438090132242,-66.062084574714,PR,San Juan,,San Juan
3051026881810247,42.401027167102,18.762200075208,ME,Kotor,,Kotor
445596116741780,61.550360623671,-6.8269676222935,FO,Suduroy,,Tvoroyri
1431085543892379,-25.517319456127,-54.899824147253,PY,Alto Parana,,Colonia Yguazu
1080817992324265,3.4117110032595,-76.500035425406,CO,Valle del Cauca,,Cali
173462721349028,10.019220952193,77.245427026983,IN,Tamil Nadu,Theni,Bodinayakkanur
495269051575884,41.204825361744,32.632414194214,TR,Karabuk,,Karabuk
804614274134943,26.126439981553627,50.50264527411515,BH,Central Governorate,,Madinat Hamad
521579805867187,34.71112499576,33.087401952569,CY,Limassol,,Mouttagiaka
532312421473565,4.8475881164048,-52.328371135792,GF,Guyane,Guyane,Matoury
1421203891558603,64.28677021158,-21.847022188793,IS,Capital Region,,Reykjavik
793681894918616,36.337455556783,127.49213333093,KR,Daejeon,,Daejeon
570390197256664,-20.160201013688,57.482060141855,MU,Port Louis,,Port Louis
309140090657499,6.2497163978472,-75.564576357526,CO,Antioquia,,Medellin
338818917685610,-25.97692689566,32.576070911245,MZ,Maputo City,,Maputo
179799113996645,32.012382302587,34.815801775095,IL,Tel Aviv,,Azor
139528728567192,34.00593145733501,71.60045558245127,PK,Khyber Pakhtunkhwa,,Peshawar
303137414813829,30.000144554134,30.974334446309,EG,Al Jizah,,Madinat Sittah Uktubar
296041025395717,17.470447309334,96.466900225328,MM,Bago,,Bago
148691280496507,-4.2587619645067,15.260287643713,CG,Brazzaville,,Brazzaville
2933363260211136,-20.534663153062336,-47.4085478117367,BR,Sao Paulo,Franca,Franca
1163026260806846,41.843248059257,46.133104699467,GE,,,Bagdadi
261038552611880,32.90436265600691,35.619355976774024,SY,Quneitra,,Al Butayhah
3020027394895498,-34.656013383102,-58.665788892235,AR,Buenos Aires,,Ituzaingo
491574158709199,3.5446626928929,101.51853165787,MY,Selangor,,Batang Berjuntai
213095640269797,20.052711689016,101.85635753557,LA,Louangphabang,,Louangphabang
906146386618855,15.448592150348,32.493122427065,SD,Khartoum,,Khartoum
4211063818941844,53.780538402287,30.888636054285,BY,Mogilev,,Chavusy
278168560712386,13.97715233511,-89.592284522569,SV,Santa Ana,,Santa Ana
2810889522495546,14.580387953457,-91.628052743294,GT,Retalhuleu,,Santa Cruz Mulua
1206210606506203,41.458654622914,47.026129616437,AZ,Qakh Rayon,,Qaxbas
1041083299790648,12.30650293495465,-69.09012350762212,CW,,,Barber
1425991504540280,37.051423727892,25.200133880901,GR,South Aegean,Nomos Kykladon,Paros
214684556815619,44.207234819485,15.445053950153,HR,Zadarska,,Posedarje
557518318968873,58.910742755502,16.922155055725,SE,Soedermanland,Nykopings Kommun,Stigtomta
3711764062267943,6.629739922481,-2.4158862928693,GH,Western,,Bibiani
183266563643173,-9.4418010017119,159.9733580063,SB,Guadalcanal,,Honiara
292514192590217,18.06666582542,-63.012564934704,SX,,,Philipsburg
1355205161527107,-18.15031935504,177.50020220767,FJ,Western,,Nadi
1324351877952088,-39.751509554423,175.83399099982,NZ,Manawatu-Wanganui,Ruapehu District,Waiouru
480859067036951,-4.265769374650432,15.286073059975628,CG,Brazzaville,,Brazzaville
847926189134711,34.031523235099,0.089599590591495,DZ,Saida,,'Ain el Hadjar
419725225859147,10.758068166363,-61.439103607909,TT,Diego Martin,,Petit Valley
935006587070284,4.8891236709045,114.83750681748,BN,Brunei and Muara,,Bandar Seri Begawan
223040259199591,16.942177708651414,-25.313688447205976,CV,Porto Novo,,Porto Novo
318276223034451,-18.875545567592,47.548192468965,MG,Analamanga,,Antananarivo
3030002357286466,9.8335960839375,-13.231990775181,GN,Kindia,Coyah,Coyah
310707703993698,12.058446438067,-61.754314026145,GD,Saint George,,Saint George's
519306882576363,21.473762520837,-71.146446647665,TC,,,Cockburn Town
285453356463035,41.528991201787,-8.4546944242611,PT,Braga,Braga,Braga
222970532970437,65.960733928603,-18.539058733891,IS,Northeast,,Dalvik
308192837357066,-17.302272375058,31.267089155046,ZW,Mashonaland Central,,Bindura
134109346111939,36.678618942608274,126.84620408479756,KR,Chungcheongnam-do,,Yesan
318145526409884,57.158107937777,24.853530310604,LV,Sigulda,,Sigulda
484040259605602,-51.696526167391,-57.835112166476,FK,,,Stanley
